package_id,candidate_id,category,native_label_index_order,native_order,source_video_id,source_timestamp_range,evidence_ids,frame_reextraction_ids,evidence_file_existence_check_required,front_view_confirmation_required,native_order_confirmation_required,duplicate_or_exception_review_required,secondary_angle_sample_required,environment_version_metadata_required,independent_observation_required,allowed_statuses,required_notes,verifier_workstream,requires_wyatt_clip_ids,global_requirement_recaptures_blocking_production,production_eligibility_state,production_blocking_reason
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,Eye Color,Light Blue,1,phase0-video-007,12-12,phase0-frame-video-007-tl-002,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,Eye Color,Light Brown,2,phase0-video-007,13-15,phase0-frame-video-007-tl-003,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,Eye Color,Brown,3,phase0-video-007,16-17,phase0-frame-video-007-tl-004,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,Eye Color,Blue,4,phase0-video-007,18-20,phase0-frame-video-007-tl-005,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,Eye Color,Light Green,5,phase0-video-007,25-29.33,phase0-frame-video-007-tl-008,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,Grey,6,phase0-video-007,23-24,phase0-frame-video-007-tl-007,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,Hazel,7,phase0-video-007,21-22,phase0-frame-video-007-tl-006,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,Almond,1,phase0-video-006,14-14,phase0-frame-video-006-tl-002,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,None,2,phase0-video-006,15-16,phase0-frame-video-006-tl-003,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,Prominent,3,phase0-video-006,17-18,phase0-frame-video-006-tl-004,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,Monolid,4,phase0-video-006,19-19,phase0-frame-video-006-tl-005,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,Hooded,5,phase0-video-006,20-24.93,phase0-frame-video-006-tl-006,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,for non-clean decisions,CAN_REVIEW_IMMEDIATELY_FROM_EXISTING_MEDIA,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_FACIALHAIRCOLOR_PURPLE,Facial-hair colors,Purple,,CF27_XBOX_SOURCE_2026_08_02_002,225-235.35,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-005,phase0-frame-reextract-req-views-facial-hair-colors-front,yes,yes,notApplicable,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_INDEPENDENT_CONSOLE_RECOUNT,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
