package_id,phase,target_stable_id,category,evidence_ids,front_view_exists,front_view_usable,menu_label_visible,obstruction_or_quality_issue,verifier_status,notes
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,phase0-frame-video-007-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,phase0-frame-video-007-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,phase0-frame-video-006-tl-002,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,phase0-frame-video-006-tl-003,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,phase0-frame-video-006-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,phase0-frame-video-006-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,phase0-frame-video-006-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_001,Heads,phase0-frame-video-002-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_002,Heads,phase0-frame-video-002-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_003,Heads,phase0-frame-video-002-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,phase0-frame-video-002-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,phase0-frame-video-002-tl-011,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,phase0-frame-video-002-tl-010,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,phase0-frame-video-002-tl-009,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,phase0-frame-video-002-tl-008,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,phase0-frame-video-002-tl-012,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,phase0-frame-video-002-tl-013,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,phase0-frame-video-002-tl-014,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,phase0-frame-video-002-tl-015;phase0-frame-video-003-tl-001,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,phase0-frame-video-003-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,phase0-frame-video-003-tl-003,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,phase0-frame-video-003-tl-002;phase0-frame-video-002-tl-016,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,phase0-frame-video-003-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,phase0-frame-video-003-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,phase0-frame-video-003-tl-010,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,phase0-frame-video-003-tl-009,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,phase0-frame-video-003-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,phase0-frame-video-003-tl-008,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,phase0-frame-video-003-tl-011,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,phase0-frame-video-003-tl-012,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,phase0-frame-video-003-tl-015,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,phase0-frame-video-003-tl-014,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,phase0-frame-video-003-tl-013,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,phase0-frame-video-008-tl-003,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,phase0-frame-video-008-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,phase0-frame-video-008-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,phase0-frame-video-008-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,phase0-frame-video-008-tl-002;phase0-frame-video-008-tl-009,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,phase0-frame-video-008-tl-008,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,phase0-frame-video-008-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,phase0-frame-video-005-tl-002,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,phase0-frame-video-005-tl-003,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,phase0-frame-video-005-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,phase0-frame-video-005-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,phase0-frame-video-005-tl-009,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,phase0-frame-video-005-tl-008,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,phase0-frame-video-005-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,phase0-frame-video-005-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,phase0-frame-video-005-tl-010,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,phase0-frame-video-005-tl-011,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,phase0-frame-video-004-tl-019,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,phase0-frame-video-004-tl-020,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,phase0-frame-video-004-tl-021,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,phase0-frame-video-004-tl-003,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,phase0-frame-video-004-tl-011,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,phase0-frame-video-004-tl-010,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,phase0-frame-video-004-tl-009,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,phase0-frame-video-004-tl-002,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,phase0-frame-video-004-tl-017;phase0-frame-video-004-tl-004,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,phase0-frame-video-004-tl-022,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,phase0-frame-video-004-tl-018,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,phase0-frame-video-004-tl-016,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,phase0-frame-video-004-tl-015,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,phase0-frame-video-004-tl-007,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,phase0-frame-video-004-tl-006,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,phase0-frame-video-004-tl-005,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,phase0-frame-video-004-tl-008,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,phase0-frame-video-004-tl-014,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,phase0-frame-video-004-tl-023,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,phase0-frame-video-004-tl-013,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,POST_INDEPENDENT_COUNT_REVIEW,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,phase0-frame-video-004-tl-012,,,,,NOT_VERIFIED,Required front-view check before any production consideration.
