stableInternalID,nativeOrder,visibleGameLabelOrIndex,view,selectionStatus,selectedFrameID,confidence,candidateCount,reviewReason,missingViewReason,topWarnings
CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,3,Round Free Lobe,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,3,Round Free Lobe,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,FRONT,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,LEFT_3Q,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|three_quarter_direction_unknown|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,RIGHT_3Q,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|three_quarter_direction_unknown|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,4,Pointed,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,1,Light Blue,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,2,Light Brown,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,3,Brown,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,4,Blue,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,5,Light Green,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,6,Grey,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,FRONT,missingViewNoSelection,,0,2,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|lighting_not_measured|head_size_not_measured|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,7,Hazel,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,FRONT,autoSelected,frame-cf27_xboxunknown_rtg_eyeshape_001-character_front,0.71,2,Automated best-frame selection requires human review before verification or publication.,,lighting_not_measured|head_size_not_measured|manual_review_required_before_selection|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,1,Almond,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,FRONT,autoSelected,frame-cf27_xboxunknown_rtg_eyeshape_002-character_front,0.72,2,Automated best-frame selection requires human review before verification or publication.,,lighting_not_measured|head_size_not_measured|manual_review_required_before_selection|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,2,None,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,FRONT,autoSelected,frame-cf27_xboxunknown_rtg_eyeshape_003-character_front,0.72,2,Automated best-frame selection requires human review before verification or publication.,,lighting_not_measured|head_size_not_measured|manual_review_required_before_selection|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,3,Prominent,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,FRONT,autoSelected,frame-cf27_xboxunknown_rtg_eyeshape_004-character_front,0.72,2,Automated best-frame selection requires human review before verification or publication.,,lighting_not_measured|head_size_not_measured|manual_review_required_before_selection|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,RIGHT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,RIGHT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,4,Monolid,REAR,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,5,Hooded,FRONT,autoSelected,frame-cf27_xboxunknown_rtg_eyeshape_005-character_front,0.72,2,Automated best-frame selection requires human review before verification or publication.,,lighting_not_measured|head_size_not_measured|manual_review_required_before_selection|menu_context_only
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,5,Hooded,LEFT_3Q,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,5,Hooded,LEFT_PROFILE,missingViewNoSelection,,0,1,No exact view candidate exists. Ambiguous or menu-only frames are not promoted to this view.,no_exact_candidate_for_requested_view,manual_review_required_before_selection|menu_context_only|lighting_not_measured|head_size_not_measured
