packageLabel,recaptureID,catalogCandidate,category,nativeOption,priority,source,reason,requiredViews,optionalViews,status
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_007,CF27_XBOXUNKNOWN_RTG_HEAD_007,Head Template,Face 7,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_008,CF27_XBOXUNKNOWN_RTG_HEAD_008,Head Template,Face 8,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_009,CF27_XBOXUNKNOWN_RTG_HEAD_009,Head Template,Face 9,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_010,CF27_XBOXUNKNOWN_RTG_HEAD_010,Head Template,Face 10,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_011,CF27_XBOXUNKNOWN_RTG_HEAD_011,Head Template,Face 11,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_012,CF27_XBOXUNKNOWN_RTG_HEAD_012,Head Template,Face 12,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_013,CF27_XBOXUNKNOWN_RTG_HEAD_013,Head Template,Face 13,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_014,CF27_XBOXUNKNOWN_RTG_HEAD_014,Head Template,Face 14,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_015,CF27_XBOXUNKNOWN_RTG_HEAD_015,Head Template,Face 15,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_016,CF27_XBOXUNKNOWN_RTG_HEAD_016,Head Template,Face 16,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_017,CF27_XBOXUNKNOWN_RTG_HEAD_017,Head Template,Face 17,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_018,CF27_XBOXUNKNOWN_RTG_HEAD_018,Head Template,Face 18,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_019,CF27_XBOXUNKNOWN_RTG_HEAD_019,Head Template,Face 19,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_020,CF27_XBOXUNKNOWN_RTG_HEAD_020,Head Template,Face 20,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_021,CF27_XBOXUNKNOWN_RTG_HEAD_021,Head Template,Face 21,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_022,CF27_XBOXUNKNOWN_RTG_HEAD_022,Head Template,Face 22,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_023,CF27_XBOXUNKNOWN_RTG_HEAD_023,Head Template,Face 23,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_024,CF27_XBOXUNKNOWN_RTG_HEAD_024,Head Template,Face 24,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_025,CF27_XBOXUNKNOWN_RTG_HEAD_025,Head Template,Face 25,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_026,CF27_XBOXUNKNOWN_RTG_HEAD_026,Head Template,Face 26,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_027,CF27_XBOXUNKNOWN_RTG_HEAD_027,Head Template,Face 27,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_028,CF27_XBOXUNKNOWN_RTG_HEAD_028,Head Template,Face 28,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_head_029,CF27_XBOXUNKNOWN_RTG_HEAD_029,Head Template,Face 29,HIGH,head_template_standardization_qa,"Current evidence is valid for selected Head Template identity, native order, and menu proof, but it is not standardized enough for production comparison or matching measurements.",FRONT|LEFT_3Q|LEFT_PROFILE|MENU|REAR|RIGHT_3Q|RIGHT_PROFILE,ELEVATED|LOWERED,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_001,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,None,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_002,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,Hooked,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_003,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,Button,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_004,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,Nubian,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_005,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,Aquiline,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_006,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,Roman,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27_xboxunknown_rtg_nose_007,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,Funnel,HIGH,research_candidate_recapture_need,"Front and three-quarter frames are best available full-screen derivatives, not controlled catalog capture frames.|Game version, patch, and exact Xbox model remain unknown.|No standardized live-character profile view is present.|Recording is valid for selected label/order evidence but is not a standardized production comparison capture.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-capture-hardware,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Exact capture hardware is not visible beyond Xbox screen-recording context.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-console-model,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Console model / Xbox Series X versus Series S is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-console-os-version,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Console OS version is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-copy-type,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Disc/digital/copy type is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-display-model,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Display model is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-ea-account-state,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,EA account state is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-edition,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Game edition is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-game-executable-version,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Exact executable version is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-hdr,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,HDR state is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-latest-update-state,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Latest update state is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-online-state,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Online/offline state is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-open-hair-menu,creation-path-cf27-rtg-qb-create-player-hair-video-001|menu-cf27-create-player-hair,Environment,,warning,issues_and_exceptions,"Hair is visible under Appearance at 44s, but this recording does not show the Hair menu entered. A later audit video is required before treating Hair controls as discovered.",,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-output-resolution,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Console/display output resolution is not visible; source video resolution is known separately.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-patch,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Patch identifier is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-region,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Region is not visible.,,,open
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,recapture-cf27-video-001-storefront,env-cf27-research-video-001-rtg-path,Environment,,blocking,issues_and_exceptions,Storefront is not visible.,,,open
