task_id,group,priority,candidate_or_menu_id,affected_candidate_ids,category,required_view,recommended_file_name,related_source_video_timestamp,why_blocked,evidence_will_clear_blocker,source_issue_ids,source_capture_ids
CF27-REC-cf27-xboxunknown-rtg-head-008,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_008,CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-002@49-53,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-009,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_009,CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-002@75-79,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-010,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_010,CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-002@80-88,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-011,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_011,CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-002@89-94,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-013,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_013,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@21-29,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-014,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_014,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@14-20,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-017,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_017,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@30-39,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-018,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_018,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@40-49,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-021,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_021,CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@80-89,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-022,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_022,CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@70-79,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-023,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_023,CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@50-59,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-024,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_024,CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@60-69,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-027,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_027,CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@90-99,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-028,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_028,CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@100-109,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-029,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_029,CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@127-133.02,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-030,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_030,CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@120-126,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-031,Head records,P0,CF27_XBOXUNKNOWN_RTG_HEAD_031,CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@110-119,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-facialhaircolor-purple,Hairstyles,P0,CF27_XBOXUNKNOWN_RTG_FACIALHAIRCOLOR_PURPLE,CF27_XBOXUNKNOWN_RTG_FACIALHAIRCOLOR_PURPLE,Facial-hair colors,FRONT,GFM-CAP-009_HAIR_COLORS_IF_VISIBLE_YYYYMMDD_partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_002@225-235.35,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-009
CF27-REC-cf27-xboxunknown-rtg-haircolor-light-brown,Hairstyles,P0,CF27_XBOXUNKNOWN_RTG_HAIRCOLOR_LIGHT_BROWN,CF27_XBOXUNKNOWN_RTG_HAIRCOLOR_LIGHT_BROWN,Hair colors,FRONT,GFM-CAP-009_HAIR_COLORS_IF_VISIBLE_YYYYMMDD_partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_002@100-174,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-009
CF27-REC-cf27-xboxunknown-rtg-hairstyle-short-curly,Hairstyles,P0,CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,Hairstyles,FRONT;LEFT_3Q;LEFT_PROFILE;REAR;RIGHT_PROFILE;RIGHT_3Q,GFM-CAP-008_HAIRSTYLES_IF_VISIBLE_YYYYMMDD_partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_002@5-99,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, REAR, RIGHT_PROFILE, RIGHT_3Q. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, REAR, RIGHT_PROFILE, RIGHT_3Q; complete native-order and selector-boundary capture",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,GFM-CAP-008
CF27-REC-cf27-xboxunknown-rtg-facialhair-mutton-chops,Facial hair,P0,CF27_XBOXUNKNOWN_RTG_FACIALHAIR_MUTTON_CHOPS,CF27_XBOXUNKNOWN_RTG_FACIALHAIR_MUTTON_CHOPS,Facial hair,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE,GFM-CF27-FACIAL-HAIR-CF27-XBOXUNKNOWN-RTG-FACIALHAIR-MUTTON-CHOPS-YYYYMMDD-partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_002@175-224,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-chin-square,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_CHIN_SQUARE,CF27_XBOXUNKNOWN_RTG_CHIN_SQUARE,Chin,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-CHIN-SQUARE-YYYYMMDD-partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_001@230-240.24,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-jawshape-square,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,Jaw Shape,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-JAWSHAPE-SQUARE-YYYYMMDD-partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_001@220-229,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-journeytype-blue-chip,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,Body-related appearance controls,ENVIRONMENT_SCREEN,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-JOURNEYTYPE-BLUE-CHIP-YYYYMMDD-partNN.mp4,phase0-video-001@18-23,"Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-journeytype-contributor,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,Body-related appearance controls,ENVIRONMENT_SCREEN,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-JOURNEYTYPE-CONTRIBUTOR-YYYYMMDD-partNN.mp4,phase0-video-001@18-23,"Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-journeytype-elite,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,Body-related appearance controls,ENVIRONMENT_SCREEN,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-JOURNEYTYPE-ELITE-YYYYMMDD-partNN.mp4,phase0-video-001@18-23,"Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-journeytype-underdog,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,Body-related appearance controls,ENVIRONMENT_SCREEN,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-JOURNEYTYPE-UNDERDOG-YYYYMMDD-partNN.mp4,phase0-video-001@18-23,"Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-mouthshape-heavy,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,Mouth Shape,FRONT,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-MOUTHSHAPE-HEAVY-YYYYMMDD-partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_001@210-219,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-position-qb,Additional attributes,P0,CF27_XBOXUNKNOWN_RTG_POSITION_QB,CF27_XBOXUNKNOWN_RTG_POSITION_QB,Body-related appearance controls,ENVIRONMENT_SCREEN,GFM-CF27-ADDITIONAL-ATTRIBUTES-CF27-XBOXUNKNOWN-RTG-POSITION-QB-YYYYMMDD-partNN.mp4,phase0-video-001@24-29,"Missing environment/version field(s): gameVersion, patch. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
