stable_candidate_id,category,native_order,review_readiness,review_ready_now,recapture_required,missing_evidence,missing_views,duplicate_or_near_duplicate,ordering_dispute,environment_version_gap,dependency_flag,source_video_traceable,production_eligible,second_verifier_status,deficiencies
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,Eye Color,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,Eye Color,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,Eye Color,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,Eye Color,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,Eye Color,5,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,6,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,5,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_FACIALHAIR_MUTTON_CHOPS,Facial hair,,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_FACIALHAIRCOLOR_PURPLE,Facial-hair colors,,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HAIRCOLOR_LIGHT_BROWN,Hair colors,,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,Hairstyles,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;REAR;RIGHT_PROFILE;RIGHT_3Q,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_001,Heads,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_002,Heads,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_003,Heads,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,5,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,6,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,8,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,9,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,10,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,11,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,12,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,true,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;DUPLICATE_REVIEW_REQUIRED;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,13,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,14,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,16,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,true,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;DUPLICATE_REVIEW_REQUIRED;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,17,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,18,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,21,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,22,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,23,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,24,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,27,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,28,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,29,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,30,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,31,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,Jaw Shape,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,Mouth Shape,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,false,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,5,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,true,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;DUPLICATE_REVIEW_REQUIRED;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,6,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT;LEFT_PROFILE;RIGHT_PROFILE,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
